에피소드=1,아파트수=272, 병원수=270, 기지국수=250, ITS수=248, 수용 가능 인원=54300, 인구수=53911.0, 누적자본=292482698.0, 누적 만족도=85.0, 누적보상=-21482.0
에피소드=2,아파트수=234, 병원수=271, 기지국수=254, ITS수=281, 수용 가능 인원=46700, 인구수=46314.0, 누적자본=238383631.0, 누적 만족도=100, 누적보상=14414.0
에피소드=3,아파트수=272, 병원수=259, 기지국수=247, ITS수=262, 수용 가능 인원=54100, 인구수=53915.0, 누적자본=281791701.0, 누적 만족도=82.0, 누적보상=-124.0
에피소드=4,아파트수=0, 병원수=3, 기지국수=0, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-110.0, 누적 만족도=0, 누적보상=-900.0
에피소드=5,아파트수=276, 병원수=256, 기지국수=266, ITS수=242, 수용 가능 인원=55200, 인구수=54914.0, 누적자본=267391232.0, 누적 만족도=94.0, 누적보상=11899.0
에피소드=6,아파트수=262, 병원수=253, 기지국수=249, ITS수=276, 수용 가능 인원=52400, 인구수=51990.0, 누적자본=250089358.0, 누적 만족도=92.0, 누적보상=11363.0
에피소드=7,아파트수=259, 병원수=246, 기지국수=286, ITS수=249, 수용 가능 인원=51700, 인구수=51473.0, 누적자본=263144550.0, 누적 만족도=100, 누적보상=7818.0
에피소드=8,아파트수=260, 병원수=259, 기지국수=260, ITS수=261, 수용 가능 인원=52000, 인구수=51877.0, 누적자본=272310854.0, 누적 만족도=100, 누적보상=8292.0
에피소드=9,아파트수=251, 병원수=257, 기지국수=260, ITS수=272, 수용 가능 인원=49400, 인구수=49043.0, 누적자본=256002701.0, 누적 만족도=100, 누적보상=8252.0
에피소드=10,아파트수=255, 병원수=254, 기지국수=279, ITS수=252, 수용 가능 인원=51000, 인구수=50740.0, 누적자본=256472854.0, 누적 만족도=100, 누적보상=15054.0
에피소드=11,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-74.0, 누적 만족도=0, 누적보상=-900.0
에피소드=12,아파트수=300, 병원수=223, 기지국수=268, ITS수=249, 수용 가능 인원=59300, 인구수=59136.0, 누적자본=297595000.0, 누적 만족도=80.0, 누적보상=462.0
에피소드=13,아파트수=0, 병원수=3, 기지국수=0, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-115.0, 누적 만족도=0, 누적보상=-900.0
에피소드=14,아파트수=271, 병원수=243, 기지국수=265, ITS수=261, 수용 가능 인원=54200, 인구수=53994.0, 누적자본=270442928.0, 누적 만족도=97.0, 누적보상=13915.0
에피소드=15,아파트수=256, 병원수=266, 기지국수=269, ITS수=249, 수용 가능 인원=51000, 인구수=50725.0, 누적자본=250703688.0, 누적 만족도=100, 누적보상=14916.0
