에피소드=1,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-39.0, 누적 만족도=100, 누적보상=100.0
에피소드=2,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-36.0, 누적 만족도=100, 누적보상=100.0
에피소드=3,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-72.0, 누적 만족도=100, 누적보상=-20.0
에피소드=4,아파트수=0, 병원수=3, 기지국수=1, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-121.0, 누적 만족도=100, 누적보상=-20.0
에피소드=5,아파트수=282, 병원수=264, 기지국수=244, ITS수=250, 수용 가능 인원=56200, 인구수=55607.0, 누적자본=299376045.0, 누적 만족도=73.0, 누적보상=-39061.0
에피소드=6,아파트수=0, 병원수=0, 기지국수=4, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-21.0, 누적 만족도=100, 누적보상=20.0
에피소드=7,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-74.0, 누적 만족도=60, 누적보상=-300.0
에피소드=8,아파트수=284, 병원수=277, 기지국수=230, ITS수=249, 수용 가능 인원=56100, 인구수=55450.0, 누적자본=285017586.0, 누적 만족도=60.0, 누적보상=-13658.0
에피소드=9,아파트수=251, 병원수=233, 기지국수=286, ITS수=270, 수용 가능 인원=50200, 인구수=49655.0, 누적자본=252423179.0, 누적 만족도=100, 누적보상=12391.0
에피소드=10,아파트수=261, 병원수=259, 기지국수=267, ITS수=253, 수용 가능 인원=52200, 인구수=51934.0, 누적자본=255980624.0, 누적 만족도=100, 누적보상=12480.0
에피소드=11,아파트수=252, 병원수=256, 기지국수=274, ITS수=258, 수용 가능 인원=50400, 인구수=50315.0, 누적자본=258404201.0, 누적 만족도=100, 누적보상=12162.0
에피소드=12,아파트수=258, 병원수=250, 기지국수=269, ITS수=263, 수용 가능 인원=51200, 인구수=50745.0, 누적자본=266098926.0, 누적 만족도=100, 누적보상=9007.0
에피소드=13,아파트수=0, 병원수=0, 기지국수=4, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=2.0, 누적 만족도=100, 누적보상=100.0
에피소드=14,아파트수=251, 병원수=259, 기지국수=277, ITS수=253, 수용 가능 인원=50100, 인구수=50015.0, 누적자본=253262160.0, 누적 만족도=100, 누적보상=12407.0
에피소드=15,아파트수=274, 병원수=238, 기지국수=261, ITS수=267, 수용 가능 인원=54600, 인구수=54113.0, 누적자본=277792061.0, 누적 만족도=93.0, 누적보상=1722.0
에피소드=16,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-79.0, 누적 만족도=60, 누적보상=-300.0
에피소드=17,아파트수=257, 병원수=258, 기지국수=264, ITS수=261, 수용 가능 인원=51400, 인구수=51284.0, 누적자본=268153082.0, 누적 만족도=100, 누적보상=-15670.0
에피소드=18,아파트수=256, 병원수=279, 기지국수=267, ITS수=238, 수용 가능 인원=51000, 인구수=50657.0, 누적자본=255472293.0, 누적 만족도=100, 누적보상=12243.0
에피소드=19,아파트수=247, 병원수=256, 기지국수=267, ITS수=270, 수용 가능 인원=49400, 인구수=49178.0, 누적자본=255822986.0, 누적 만족도=100, 누적보상=7988.0
에피소드=20,아파트수=265, 병원수=274, 기지국수=245, ITS수=256, 수용 가능 인원=52300, 인구수=52081.0, 누적자본=262564031.0, 누적 만족도=88.0, 누적보상=1970.0
에피소드=21,아파트수=272, 병원수=260, 기지국수=243, ITS수=265, 수용 가능 인원=54200, 인구수=53994.0, 누적자본=273981072.0, 누적 만족도=78.0, 누적보상=-1433.0
에피소드=22,아파트수=258, 병원수=262, 기지국수=258, ITS수=262, 수용 가능 인원=51400, 인구수=51090.0, 누적자본=264124749.0, 누적 만족도=100, 누적보상=7682.0
에피소드=23,아파트수=285, 병원수=260, 기지국수=261, ITS수=234, 수용 가능 인원=56800, 인구수=56368.0, 누적자본=290939877.0, 누적 만족도=85.0, 누적보상=-6011.0
에피소드=24,아파트수=286, 병원수=243, 기지국수=230, ITS수=281, 수용 가능 인원=57100, 인구수=56908.0, 누적자본=288380293.0, 누적 만족도=53.0, 누적보상=-19594.0
에피소드=25,아파트수=276, 병원수=289, 기지국수=243, ITS수=232, 수용 가능 인원=54500, 인구수=54120.0, 누적자본=272229667.0, 누적 만족도=78.0, 누적보상=4262.0
에피소드=26,아파트수=271, 병원수=255, 기지국수=266, ITS수=248, 수용 가능 인원=54000, 인구수=53698.0, 누적자본=269247680.0, 누적 만족도=99.0, 누적보상=11223.0
에피소드=27,아파트수=0, 병원수=1, 기지국수=3, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-19.0, 누적 만족도=100, 누적보상=100.0
에피소드=28,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-81.0, 누적 만족도=100, 누적보상=60.0
에피소드=29,아파트수=268, 병원수=253, 기지국수=271, ITS수=248, 수용 가능 인원=53500, 인구수=53294.0, 누적자본=268850037.0, 누적 만족도=100, 누적보상=11987.0
에피소드=30,아파트수=285, 병원수=240, 기지국수=256, ITS수=259, 수용 가능 인원=56100, 인구수=55858.0, 누적자본=304861582.0, 누적 만족도=82.0, 누적보상=-33873.0
에피소드=31,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-73.0, 누적 만족도=100, 누적보상=100.0
에피소드=32,아파트수=279, 병원수=270, 기지국수=245, ITS수=246, 수용 가능 인원=55500, 인구수=55109.0, 누적자본=288280295.0, 누적 만족도=76.0, 누적보상=-24974.0
에피소드=33,아파트수=268, 병원수=275, 기지국수=251, ITS수=246, 수용 가능 인원=53300, 인구수=53148.0, 누적자본=279637565.0, 누적 만족도=89.0, 누적보상=-4304.0
에피소드=34,아파트수=246, 병원수=288, 기지국수=257, ITS수=249, 수용 가능 인원=49000, 인구수=48643.0, 누적자본=252824077.0, 누적 만족도=100, 누적보상=11783.0
에피소드=35,아파트수=272, 병원수=261, 기지국수=275, ITS수=232, 수용 가능 인원=54400, 인구수=54282.0, 누적자본=280099456.0, 누적 만족도=100, 누적보상=12455.0
에피소드=36,아파트수=268, 병원수=245, 기지국수=249, ITS수=278, 수용 가능 인원=53300, 인구수=53028.0, 누적자본=273041371.0, 누적 만족도=88.0, 누적보상=3599.0
에피소드=37,아파트수=233, 병원수=256, 기지국수=276, ITS수=275, 수용 가능 인원=46500, 인구수=46285.0, 누적자본=239505435.0, 누적 만족도=100, 누적보상=10885.0
에피소드=38,아파트수=242, 병원수=276, 기지국수=257, ITS수=265, 수용 가능 인원=48300, 인구수=48180.0, 누적자본=233832761.0, 누적 만족도=100, 누적보상=12006.0
에피소드=39,아파트수=0, 병원수=2, 기지국수=0, ITS수=4, 수용 가능 인원=0, 인구수=0.0, 누적자본=-45.0, 누적 만족도=60, 누적보상=-300.0
에피소드=40,아파트수=264, 병원수=234, 기지국수=254, ITS수=288, 수용 가능 인원=52800, 인구수=52573.0, 누적자본=270119058.0, 누적 만족도=94.0, 누적보상=6322.0
에피소드=41,아파트수=266, 병원수=250, 기지국수=261, ITS수=263, 수용 가능 인원=52900, 인구수=52752.0, 누적자본=265619393.0, 누적 만족도=98.0, 누적보상=6884.0
에피소드=42,아파트수=266, 병원수=256, 기지국수=269, ITS수=249, 수용 가능 인원=53200, 인구수=52625.0, 누적자본=266150925.0, 누적 만족도=100, 누적보상=12275.0
에피소드=43,아파트수=260, 병원수=268, 기지국수=259, ITS수=253, 수용 가능 인원=51800, 인구수=51594.0, 누적자본=257681427.0, 누적 만족도=100, 누적보상=11104.0
에피소드=44,아파트수=257, 병원수=257, 기지국수=244, ITS수=282, 수용 가능 인원=51200, 인구수=50752.0, 누적자본=252923759.0, 누적 만족도=93.0, 누적보상=9532.0
에피소드=45,아파트수=249, 병원수=272, 기지국수=263, ITS수=256, 수용 가능 인원=49800, 인구수=49717.0, 누적자본=261142506.0, 누적 만족도=100, 누적보상=18.0
에피소드=46,아파트수=265, 병원수=272, 기지국수=262, ITS수=241, 수용 가능 인원=52600, 인구수=52430.0, 누적자본=264521928.0, 누적 만족도=100.0, 누적보상=-235.0
에피소드=47,아파트수=277, 병원수=252, 기지국수=247, ITS수=264, 수용 가능 인원=55400, 인구수=55166.0, 누적자본=292233390.0, 누적 만족도=77.0, 누적보상=-18083.0
에피소드=48,아파트수=253, 병원수=247, 기지국수=276, ITS수=264, 수용 가능 인원=50000, 인구수=49762.0, 누적자본=256294090.0, 누적 만족도=100, 누적보상=12398.0
에피소드=49,아파트수=255, 병원수=283, 기지국수=251, ITS수=251, 수용 가능 인원=51000, 인구수=50864.0, 누적자본=257156389.0, 누적 만족도=98.0, 누적보상=10839.0
에피소드=50,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-74.0, 누적 만족도=100, 누적보상=20.0
에피소드=51,아파트수=242, 병원수=281, 기지국수=276, ITS수=241, 수용 가능 인원=48400, 인구수=48114.0, 누적자본=257679037.0, 누적 만족도=100, 누적보상=12048.0
에피소드=52,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-91.0, 누적 만족도=100, 누적보상=100.0
에피소드=53,아파트수=264, 병원수=253, 기지국수=260, ITS수=263, 수용 가능 인원=52800, 인구수=52687.0, 누적자본=270069674.0, 누적 만족도=98.0, 누적보상=12297.0
에피소드=54,아파트수=252, 병원수=262, 기지국수=246, ITS수=280, 수용 가능 인원=50400, 인구수=49952.0, 누적자본=263693226.0, 누적 만족도=98.0, 누적보상=1143.0
에피소드=55,아파트수=250, 병원수=255, 기지국수=254, ITS수=281, 수용 가능 인원=49900, 인구수=49383.0, 누적자본=252177653.0, 누적 만족도=100, 누적보상=7430.0
에피소드=56,아파트수=257, 병원수=244, 기지국수=270, ITS수=269, 수용 가능 인원=51000, 인구수=50717.0, 누적자본=261795150.0, 누적 만족도=100, 누적보상=12478.0
에피소드=57,아파트수=253, 병원수=265, 기지국수=252, ITS수=270, 수용 가능 인원=50400, 인구수=50020.0, 누적자본=250367097.0, 누적 만족도=100, 누적보상=11886.0
에피소드=58,아파트수=235, 병원수=266, 기지국수=281, ITS수=258, 수용 가능 인원=46900, 인구수=46808.0, 누적자본=245592583.0, 누적 만족도=100, 누적보상=11120.0
에피소드=59,아파트수=269, 병원수=252, 기지국수=269, ITS수=250, 수용 가능 인원=53400, 인구수=52988.0, 누적자본=278043856.0, 누적 만족도=100, 누적보상=1438.0
에피소드=60,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-36.0, 누적 만족도=100, 누적보상=100.0
에피소드=61,아파트수=248, 병원수=258, 기지국수=269, ITS수=265, 수용 가능 인원=49500, 인구수=49175.0, 누적자본=253988620.0, 누적 만족도=100, 누적보상=-7379.0
에피소드=62,아파트수=238, 병원수=259, 기지국수=277, ITS수=266, 수용 가능 인원=47400, 인구수=47335.0, 누적자본=253131235.0, 누적 만족도=100, 누적보상=11487.0
에피소드=63,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-66.0, 누적 만족도=100, 누적보상=100.0
에피소드=64,아파트수=276, 병원수=269, 기지국수=249, ITS수=246, 수용 가능 인원=55200, 인구수=55054.0, 누적자본=275888572.0, 누적 만족도=79.0, 누적보상=959.0
