에피소드=1,아파트수=265, 병원수=269, 기지국수=266, ITS수=240, 수용 가능 인원=52900, 인구수=52781.0, 누적자본=282703349.0, 누적 만족도=100, 누적보상=10113.0
에피소드=2,아파트수=272, 병원수=248, 기지국수=257, ITS수=263, 수용 가능 인원=54300, 인구수=53910.0, 누적자본=285535179.0, 누적 만족도=91.0, 누적보상=2620.0
에피소드=3,아파트수=0, 병원수=2, 기지국수=1, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-84.0, 누적 만족도=100, 누적보상=0.0
에피소드=4,아파트수=265, 병원수=241, 기지국수=256, ITS수=278, 수용 가능 인원=52800, 인구수=52458.0, 누적자본=261662463.0, 누적 만족도=96.0, 누적보상=13785.0
에피소드=5,아파트수=246, 병원수=295, 기지국수=258, ITS수=241, 수용 가능 인원=49200, 인구수=48831.0, 누적자본=238096082.0, 누적 만족도=100, 누적보상=12516.0
에피소드=6,아파트수=263, 병원수=246, 기지국수=259, ITS수=272, 수용 가능 인원=52600, 인구수=52215.0, 누적자본=279749681.0, 누적 만족도=99.0, 누적보상=2469.0
에피소드=7,아파트수=260, 병원수=251, 기지국수=272, ITS수=257, 수용 가능 인원=52000, 인구수=51666.0, 누적자본=269401163.0, 누적 만족도=100, 누적보상=4401.0
에피소드=8,아파트수=261, 병원수=247, 기지국수=268, ITS수=264, 수용 가능 인원=52200, 인구수=51643.0, 누적자본=264272317.0, 누적 만족도=100, 누적보상=13578.0
에피소드=9,아파트수=253, 병원수=282, 기지국수=232, ITS수=273, 수용 가능 인원=50600, 인구수=50305.0, 누적자본=260368608.0, 누적 만족도=84.0, 누적보상=-7156.0
에피소드=10,아파트수=245, 병원수=263, 기지국수=259, ITS수=273, 수용 가능 인원=48900, 인구수=48790.0, 누적자본=247860430.0, 누적 만족도=100, 누적보상=14679.0
에피소드=11,아파트수=272, 병원수=252, 기지국수=258, ITS수=258, 수용 가능 인원=54400, 인구수=54061.0, 누적자본=275820176.0, 누적 만족도=91.0, 누적보상=2051.0
에피소드=12,아파트수=273, 병원수=253, 기지국수=245, ITS수=269, 수용 가능 인원=54500, 인구수=54267.0, 누적자본=266423547.0, 누적 만족도=79.0, 누적보상=1532.0
