에피소드=1,아파트수=247, 병원수=268, 기지국수=260, ITS수=265, 수용 가능 인원=49400, 인구수=49164.0, 누적자본=243277310.0, 누적 만족도=100, 누적보상=12117.0
에피소드=2,아파트수=254, 병원수=273, 기지국수=256, ITS수=257, 수용 가능 인원=50800, 인구수=50438.0, 누적자본=250548377.0, 누적 만족도=100, 누적보상=12355.0
에피소드=3,아파트수=277, 병원수=239, 기지국수=281, ITS수=243, 수용 가능 인원=55100, 인구수=54810.0, 누적자본=274951992.0, 누적 만족도=100, 누적보상=12621.0
에피소드=4,아파트수=253, 병원수=291, 기지국수=239, ITS수=257, 수용 가능 인원=50500, 인구수=50249.0, 누적자본=236640443.0, 누적 만족도=90.0, 누적보상=9406.0
에피소드=5,아파트수=0, 병원수=3, 기지국수=0, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-11359.0, 누적 만족도=60, 누적보상=-31200.0
에피소드=6,아파트수=0, 병원수=3, 기지국수=0, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-11357.0, 누적 만족도=60, 누적보상=-31200.0
에피소드=7,아파트수=237, 병원수=280, 기지국수=260, ITS수=263, 수용 가능 인원=47400, 인구수=47255.0, 누적자본=252449586.0, 누적 만족도=100, 누적보상=-8744.0
에피소드=8,아파트수=251, 병원수=266, 기지국수=260, ITS수=263, 수용 가능 인원=50100, 인구수=49795.0, 누적자본=260760210.0, 누적 만족도=100, 누적보상=7663.0
에피소드=9,아파트수=274, 병원수=267, 기지국수=237, ITS수=262, 수용 가능 인원=54600, 인구수=54373.0, 누적자본=288976286.0, 누적 만족도=71.0, 누적보상=-30251.0
에피소드=10,아파트수=245, 병원수=275, 기지국수=256, ITS수=264, 수용 가능 인원=49000, 인구수=48577.0, 누적자본=254181366.0, 누적 만족도=100, 누적보상=5781.0
에피소드=11,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-10305.0, 누적 만족도=100, 누적보상=10360.0
에피소드=12,아파트수=243, 병원수=288, 기지국수=242, ITS수=267, 수용 가능 인원=48600, 인구수=48513.0, 누적자본=269804898.0, 누적 만족도=100.0, 누적보상=-19027.0
에피소드=13,아파트수=267, 병원수=268, 기지국수=244, ITS수=261, 수용 가능 인원=53400, 인구수=53181.0, 누적자본=281714991.0, 누적 만족도=83.0, 누적보상=-25692.0
에피소드=14,아파트수=0, 병원수=1, 기지국수=2, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-10314.0, 누적 만족도=100, 누적보상=10360.0
에피소드=15,아파트수=0, 병원수=2, 기지국수=1, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-11370.0, 누적 만족도=100, 누적보상=10240.0
에피소드=16,아파트수=286, 병원수=254, 기지국수=254, ITS수=246, 수용 가능 인원=56300, 인구수=56221.0, 누적자본=294745566.0, 누적 만족도=79.0, 누적보상=-28360.0
에피소드=17,아파트수=268, 병원수=258, 기지국수=252, ITS수=262, 수용 가능 인원=53500, 인구수=53230.0, 누적자본=278305131.0, 누적 만족도=89.0, 누적보상=9023.0
에피소드=18,아파트수=254, 병원수=251, 기지국수=268, ITS수=267, 수용 가능 인원=50300, 인구수=49966.0, 누적자본=258879263.0, 누적 만족도=100, 누적보상=-3741.0
